-0.0000031411	-0.0000001184
-0.0000031400	-0.0000001188
-0.0000031391	-0.0000001189
-0.0000031380	-0.0000001196
-0.0000031370	-0.0000001203
-0.0000031362	-0.0000001204
-0.0000031354	-0.0000001205
-0.0000031345	-0.0000001200
-0.0000031335	-0.0000001192
-0.0000031325	-0.0000001184
-0.0000031315	-0.0000001181
-0.0000031305	-0.0000001179
-0.0000031296	-0.0000001173
-0.0000031287	-0.0000001174
-0.0000031276	-0.0000001179
-0.0000031266	-0.0000001173
-0.0000031257	-0.0000001175
-0.0000031248	-0.0000001189
-0.0000031240	-0.0000001193
-0.0000031231	-0.0000001193
-0.0000031222	-0.0000001201
-0.0000031212	-0.0000001213
-0.0000031203	-0.0000001210
-0.0000031192	-0.0000001203
-0.0000031181	-0.0000001202
-0.0000031171	-0.0000001198
-0.0000031161	-0.0000001187
-0.0000031151	-0.0000001182
-0.0000031142	-0.0000001183
-0.0000031133	-0.0000001183
-0.0000031124	-0.0000001181
-0.0000031114	-0.0000001176
-0.0000031104	-0.0000001182
-0.0000031094	-0.0000001191
-0.0000031083	-0.0000001199
-0.0000031075	-0.0000001207
-0.0000031066	-0.0000001211
-0.0000031055	-0.0000001213
-0.0000031044	-0.0000001216
-0.0000031035	-0.0000001214
-0.0000031027	-0.0000001213
-0.0000031017	-0.0000001206
-0.0000031006	-0.0000001198
-0.0000030996	-0.0000001192
-0.0000030986	-0.0000001183
-0.0000030978	-0.0000001186
-0.0000030970	-0.0000001181
-0.0000030961	-0.0000001187
-0.0000030952	-0.0000001186
-0.0000030941	-0.0000001204
-0.0000030931	-0.0000001199
-0.0000030921	-0.0000001201
-0.0000030911	-0.0000001219
-0.0000030900	-0.0000001210
-0.0000030890	-0.0000001222
-0.0000030880	-0.0000001225
-0.0000030869	-0.0000001219
-0.0000030859	-0.0000001213
-0.0000030850	-0.0000001210
-0.0000030841	-0.0000001207
-0.0000030833	-0.0000001197
-0.0000030824	-0.0000001193
-0.0000030815	-0.0000001187
-0.0000030805	-0.0000001189
-0.0000030795	-0.0000001195
-0.0000030785	-0.0000001194
-0.0000030774	-0.0000001197
-0.0000030763	-0.0000001207
-0.0000030754	-0.0000001211
-0.0000030744	-0.0000001217
-0.0000030734	-0.0000001219
-0.0000030723	-0.0000001226
-0.0000030714	-0.0000001233
-0.0000030704	-0.0000001229
