-0.0000021811	0.0000013522
-0.0000021815	0.0000013879
-0.0000021816	0.0000013790
-0.0000021817	0.0000013533
-0.0000021817	0.0000013234
-0.0000021816	0.0000012975
-0.0000021816	0.0000012708
-0.0000021817	0.0000012400
-0.0000021817	0.0000012087
-0.0000021817	0.0000011795
-0.0000021815	0.0000011480
-0.0000021816	0.0000011161
-0.0000021816	0.0000010833
-0.0000021816	0.0000010514
-0.0000021813	0.0000010184
-0.0000021813	0.0000009853
-0.0000021814	0.0000009531
-0.0000021814	0.0000009203
-0.0000021813	0.0000008868
-0.0000021813	0.0000008528
-0.0000021814	0.0000008192
-0.0000021815	0.0000007880
-0.0000021813	0.0000007545
-0.0000021810	0.0000007199
-0.0000021808	0.0000006848
-0.0000021809	0.0000006507
-0.0000021809	0.0000006171
-0.0000021809	0.0000005837
-0.0000021807	0.0000005493
-0.0000021806	0.0000005136
-0.0000021805	0.0000004775
-0.0000021806	0.0000004425
-0.0000021807	0.0000004092
-0.0000021806	0.0000003751
-0.0000021805	0.0000003408
-0.0000021803	0.0000003056
-0.0000021804	0.0000002720
-0.0000021805	0.0000002395
-0.0000021805	0.0000002068
-0.0000021804	0.0000001726
-0.0000021802	0.0000001382
-0.0000021801	0.0000001038
-0.0000021801	0.0000000702
-0.0000021804	0.0000000384
-0.0000021806	0.0000000050
-0.0000021805	-0.0000000308
-0.0000021803	-0.0000000654
-0.0000021803	-0.0000000979
-0.0000021804	-0.0000001291
-0.0000021807	-0.0000001569
-0.0000021811	-0.0000001752
-0.0000021820	-0.0000001737
-0.0000021831	-0.0000001690
-0.0000021841	-0.0000001667
-0.0000021851	-0.0000001667
-0.0000021861	-0.0000001663
-0.0000021871	-0.0000001650
-0.0000021879	-0.0000001638
-0.0000021888	-0.0000001635
-0.0000021898	-0.0000001623
-0.0000021908	-0.0000001607
-0.0000021918	-0.0000001600
-0.0000021929	-0.0000001598
-0.0000021938	-0.0000001598
-0.0000021946	-0.0000001593
-0.0000021955	-0.0000001599
-0.0000021965	-0.0000001597
-0.0000021975	-0.0000001590
-0.0000021985	-0.0000001580
-0.0000021994	-0.0000001568
-0.0000022003	-0.0000001564
-0.0000022013	-0.0000001550
-0.0000022024	-0.0000001533
-0.0000022035	-0.0000001526
-0.0000022045	-0.0000001518
-0.0000022055	-0.0000001522
-0.0000022064	-0.0000001527
-0.0000022073	-0.0000001527
-0.0000022081	-0.0000001529
-0.0000022089	-0.0000001532
-0.0000022099	-0.0000001538
-0.0000022109	-0.0000001541
-0.0000022120	-0.0000001542
