Graphite%SampleName
Probe8%ProbeName
20000%MaxDepth
1%step_size_nm
40%StiffnessPRC_nN_per_nm
76.9866%PRC_ADCValue_per_nm
1500%TriggerForce_nN
5000%LoopDelay_uS
2048%NumberOfSamplingPoints
%
%
%
%
%
%
%
%
%
%
%
8500.0000005%XL
6500.0000005%YL

2837.99983324164	52124	37680	
2838.99983195987	52128	37692	
2839.99983565788	52144	37704	
2840.99982939633	52124	37716	
2841.99982811456	52124	37727	
2842.99982683279	52140	37739	
2843.9998305308	52124	37751	
2844.99982924903	52124	37763	
2845.99982796726	52140	37775	
2846.99982668549	52128	37787	
2847.99983038349	52112	37799	
2848.99982910173	52112	37811	
2849.99982781996	52112	37823	
2850.99982653819	52144	37835	
2851.99983023619	52144	37847	
2852.99982895442	52144	37859	
2853.99982767265	52156	37871	
2854.99982639088	52108	37882	
2855.99983008889	52128	37894	
2856.99982880712	52112	37906	
2857.99982752535	52124	37918	
2858.99982624358	52128	37930	
2859.99982994159	52108	37942	
2860.99982865982	52112	37954	
2861.99982737805	52128	37966	
2862.99982609628	52128	37978	
2863.99982979428	52096	37990	
2864.99982851251	52112	38002	
2865.99982723075	52112	38014	
2866.99982594898	52144	38026	
2867.99982964698	52124	38037	
2868.99982836521	52128	38049	
2869.99982708344	52140	38061	
2870.99982580167	52112	38073	
2871.99982949968	52140	38085	
2872.99982821791	52144	38097	
2873.99982693614	52156	38109	
2874.99983063415	52128	38121	
2875.99982935238	52140	38133	
2876.99982807061	52144	38145	
2877.99982678884	52112	38157	
2878.99983048684	52128	38168	
2879.99982920507	52112	38180	
2880.9998279233	52112	38192	
2881.99982664154	52128	38204	
2882.99983033954	52080	38216	
2883.99982905777	52128	38228	
2884.999827776	52140	38240	
2885.99982649423	52128	38252	
2886.99983019224	52108	38264	
2887.99982891047	52124	38276	
2888.9998276287	52112	38288	
2889.99982634693	52112	38299	
2890.99983004494	52140	38311	
2891.99982876317	52124	38323	
2892.9998274814	52128	38335	
2893.99982619963	52096	38347	
2894.99982989763	52140	38359	
2895.99982861586	52128	38371	
2896.99982733409	52108	38383	
2897.99982605232	52096	38395	
2898.99982975033	52128	38407	
2899.99982846856	52176	38419	
2900.99982718679	52128	38430	
2901.99982590502	52128	38442	
2902.99982960303	52140	38454	
2903.99982832126	52128	38466	
2904.99982703949	52140	38478	
2905.99982575772	52124	38490	
2906.99982945573	52080	38502	
2907.99982817396	52124	38514	
2908.99982689219	52128	38526	
2909.99983059019	52140	38538	
2910.99982930842	52156	38549	
2911.99982802665	52124	38561	
2912.99982674488	52124	38573	
2913.99983044289	52124	38585	
